"departement","commune","unit.type","location","latitude","longitude","start.date","sheep.measuring.units","sheep.susceptible","sheep.cases","sheep.deaths","sheep.destroyed","sheep.slaughtered","cattle.measuring.units","cattle.susceptible","cattle.cases","cattle.deaths","cattle.destroyed","cattle.slaughtered","goat.measuring.units","goat.susceptible","goat.cases","goat.deaths","goat.destroyed","goat.slaughtered","remark"
"INDRE","Briantes","Farm","Briantes","46.55","2.016667","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Sauzelles","Farm","Sauzelles","46.65","1","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Cieux","Farm","Cieux","45.983333","1.05","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Gournay","Farm","Gournay","46.583333","1.733333","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","Lesterps","Farm","Lesterps","46.016667","0.783333","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Neuvy-Saint-Sépulchre","Farm","Neuvy-Saint-Sépulchre","46.6","1.816667","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Haute-Kontz","Farm","Haute-Kontz","49.45","6.316667","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Mers-sur-Indre","Farm","Mers-sur-Indre","46.65","1.883333","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","Ansac-sur-Vienne","Farm","Ansac-sur-Vienne","46","0.65","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","Le Nouvion-en-Thiérache","Farm","Le Nouvion-en-Thiérache","50.016667","3.783333","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CALVADOS","SAINT-GERMAIN-DE-LIVET","Farm","SAINT-GERMAIN-DE-LIVET","49.083333","0.216667","09/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"LOIR-ET-CHER","Theillay","Farm","Theillay","47.316667","2.04029","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","MAILLET","Farm","MAILLET","46.566667","1.683333","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Bonnet-de-Bellac","Farm","Saint-Bonnet-de-Bellac","46.166667","0.95","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","La Roche-en-Brenil","Farm","La Roche-en-Brenil","47.366667","4.166667","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Barbant","Farm","Saint-Barbant","46.166667","0.85","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Chaillac","Farm","Chaillac n°2","46.433333","1.3","09/03/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Verneuil-Moustiers","Farm","Verneuil-Moustiers","46.35","1.133333","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Rancon","Farm","Rancon","46.133333","1.183333","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Chaillac","Farm","Chaillac n°1","46.433333","1.3","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","Beurizot","Farm","Beurizot","47.35","4.5","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Tersannes","Farm","Tersannes","46.3","1.116667","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Pouligny-Notre-Dame","Farm","Pouligny-Notre-Dame","46.483333","2.016667","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Lignac","Farm","Lignac n°1","46.466667","1.216667","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Lignac","Farm","Lignac n°2","46.466667","1.216667","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AIN","Villemotier","Farm","Villemotier","46.35","5.316667","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Ouen-sur-Gartempe","Farm","Saint-Ouen-sur-Gartempe","46.166667","1.066667","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","CHAILLAC","Farm","Chaillac n°3","46.433333","1.3","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"YONNE","Jaulges","Farm","Jaulges","47.966667","3.783333","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Saint-Martial-sur-Isop","Farm","Saint-Martial-sur-Isop","46.166667","0.85","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Peyrat-de-Bellac","Farm","Peyrat-de-Bellac","46.15","1.033333","09/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","JEU-LES-BOIS","Farm","JEU-LES-BOIS","46.666667","1.8","10/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"DEUX-SÈVRES","VASLES","Farm","VASLES","46.583333","-0.016667","10/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","Esse","Farm","Esse","46.033333","0.716667","10/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","SAINT-LEGER-MAGNAZEIX","Farm","SAINT-LEGER-MAGNAZEIX","46.283333","1.25","10/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","BREVES","Farm","BREVES","47.416667","3.6","10/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"OISE","HAUTEFONTAINE","Farm","HAUTEFONTAINE","49.366667","3.066667","10/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VOSGES","AYDOILLES","Farm","AYDOILLES","48.216667","6.566667","10/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHER","SAINT-HILAIRE-EN-LIGNIERES","Farm","SAINT-HILAIRE-EN-LIGNIERES","46.733333","2.166667","10/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","ISENAY","Farm","ISENAY","46.933333","3.65","10/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Oradour-Saint-Genest","Farm","Oradour-Saint-Genest","46.233333","1.033333","10/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","LUZERET","Farm","LUZERET","46.55","1.4","10/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"LOIRET","SAINT-FIRMIN-SUR-LOIRE","Farm","SAINT-FIRMIN-SUR-LOIRE","47.616667","2.733333","10/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE-ET-LOIRE","Cussay","Farm","Cussay","47.016667","0.8","11/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ARDENNES","BLANCHEFOSSE-ET-BAY","Farm","BLANCHEFOSSE-ET-BAY","49.8","4.266667","11/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ALLIER","Saint-Désiré","Farm","Saint-Désiré","46.5","2.433333","11/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","MOUHERS","Farm","MOUHERS","46.566667","1.783333","11/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","SAINT-MARTIN-L'ARS","Farm","SAINT-MARTIN-L'ARS","46.216667","0.533333","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Balledent","Farm","Balledent","46.116667","1.216667","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","COINGT","Farm","COINGT","49.783333","4.083333","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"BAS-RHIN","KIRRWILLER-BOSSELSHAUSEN","Farm","KIRRWILLER-BOSSELSHAUSEN","48.783333","7.5","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","SAINT-DENIS-DE-JOUHET","Farm","SAINT-DENIS-DE-JOUHET","46.533333","1.866667","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","MORVILLE","Farm","MORVILLE","49.483333","-1.5","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","GERMINY","Farm","GERMINY","48.55","6","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MOSELLE","Réchicourt-le-Château","Farm","Réchicourt-le-Château","48.666667","6.85","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CALVADOS","PONT-FARCY","Farm","PONT-FARCY","48.883333","-1","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AISNE","FONTAINE-LES-VERVINS","Farm","FONTAINE-LES-VERVINS","49.85","3.9","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","MAUX","Farm","MAUX","47.05","3.783333","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SAÔNE-ET-LOIRE","SAINT-LEGER-DU-BOIS","Farm","SAINT-LEGER-DU-BOIS","47.016667","4.45","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SAÔNE-ET-LOIRE","JUGY","Farm","JUGY","46.6","4.85","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","PALLUAU-SUR-INDRE","Farm","PALLUAU-SUR-INDRE","46.95","1.316667","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"LOIRET","MONTBOUY","Farm","MONTBOUY","47.866667","2.816667","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","JOUHET","Farm","JOUHET","46.483333","0.833333","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","ARGY","Farm","ARGY","46.933333","1.433333","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","VARANGEVILLE","Farm","VARANGEVILLE","48.633333","6.316667","12/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","GOLLEVILLE","Farm","GOLLEVILLE","49.433333","-1.516667","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE-ET-LOIRE","SAINTE-MAURE-DE-TOURAINE","Farm","SAINTE-MAURE-DE-TOURAINE","47.1","0.616667","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"PAS-DE-CALAIS","ECUIRES","Farm","ECUIRES","50.45","1.766667","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","SAINT-LEGER-MAGNAZEIX","Farm","SAINT-LEGER-MAGNAZEIX","46.283333","1.25","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","Mézières-sur-Issoire","Farm","Mézières-sur-Issoire","46.1","0.916667","12/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","MARCILLY-EN-BASSIGNY","Farm","MARCILLY-EN-BASSIGNY","47.9","5.516667","13/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","COSSAYE","Farm","COSSAYE","46.75","3.466667","13/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","REMILLY","Farm","REMILLY","46.816667","3.816667","13/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","MONTROL-SENARD","Farm","MONTROL-SENARD","46.033333","0.966667","13/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","FLAGEY","Farm","FLAGEY","47.783333","5.25","13/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","LESMENILS","Farm","LESMENILS","48.933333","6.1","13/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHER","LA PERCHE","Farm","LA PERCHE","46.65","2.566667","13/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","HAUTE-AMANCE","Farm","HAUTE-AMANCE","47.9","5.516667","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","BRIGUEUIL","Farm","BRIGUEUIL","45.95308","0.85879","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MEURTHE-ET-MOSELLE","PAREY-SAINT-CESAIRE","Farm","PAREY-SAINT-CESAIRE","48.533333","6.066667","14/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","VARZY","Farm","VARZY","47.366667","3.383333","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","SAINT-BONNET-DE-BELLAC","Farm","SAINT-BONNET-DE-BELLAC","46.166667","0.95","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","PARNAC","Farm","PARNAC","46.45","1.45","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"AUBE","Saint-Lupien","Farm","Saint-Lupien","48.35","3.7","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","ORADOUR-SAINT-GENEST","Farm","ORADOUR-SAINT-GENEST","46.233333","1.033333","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ARDENNES","FLIGNY","Farm","FLIGNY","49.883333","4.283333","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","LA CELLE-SUR-LOIRE","Farm","LA CELLE-SUR-LOIRE","47.466667","2.933333","14/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CREUSE","BAZELAT","Farm","BAZELAT","46.35","1.533333","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","MOUHET","Farm","MOUHET","46.383333","1.433333","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-MARNE","ALLICHAMPS","Farm","ALLICHAMPS","48.566667","4.883333","14/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE-ET-LOIRE","CERE-LA-RONDE","Farm","CERE-LA-RONDE","47.266667","1.183333","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"EURE","Notre-Dame-d'Épine","Farm","Notre-Dame-d'Épine","49.2","0.6","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"ORNE","MAISON-MAUGIS","Farm","MAISON-MAUGIS","48.45","0.7","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","CHALAIS","Farm","CHALAIS","46.533333","1.2","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"BAS-RHIN","ILLKIRCH-GRAFFENSTADEN","Farm","ILLKIRCH-GRAFFENSTADEN","48.533333","7.716667","14/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"DEUX-SÈVRES","MISSE","Farm","MISSE","46.95","-0.2","14/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","TACONNAY","Farm","TACONNAY","47.3","3.483333","14/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","SURIS","Farm","SURIS","45.85","0.633333","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Azay-le-Ferron","Farm","Azay-le-Ferron","46.85","1.066667","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Montmartin-en-Graignes","Farm","Montmartin-en-Graignes","49.283333","-1.15","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"VIENNE","BRIGUEIL-LE-CHANTRE","Farm","BRIGUEIL-LE-CHANTRE","46.4","1.083333","15/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"SEINE-MARITIME","LES TROIS-PIERRES","Farm","LES TROIS-PIERRES","49.55","0.416667","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","BESSINES-SUR-GARTEMPE","Farm","BESSINES-SUR-GARTEMPE","46.1","1.366667","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","Hauteroche","Farm","Hauteroche","47.5","4.583333","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Prétot-Sainte-Suzanne","Farm","Prétot-Sainte-Suzanne","49.316667","-1.416667","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","BUSSIERE-BOFFY","Farm","BUSSIERE-BOFFY","46.05","0.85","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","LE DORAT","Farm","LE DORAT","46.216667","1.083333","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","GARGILESSE-DAMPIERRE","Farm","GARGILESSE-DAMPIERRE","46.516667","1.6","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Le Mesnilbus","Farm","Le Mesnilbus","49.133333","-1.35","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"NIÈVRE","SARDY-LES-EPIRY","Farm","SARDY-LES-EPIRY","47.183333","3.7","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","LUSSAC","Farm","LUSSAC","45.4667","-0.4833","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CHARENTE","Pleuville","Farm","Pleuville","46.1","0.5","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"CÔTE-D'OR","Veuvey-sur-Ouche","Farm","Veuvey-sur-Ouche","47.183333","4.716667","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","OCTEVILLE","Farm","OCTEVILLE","49.616667","-1.65","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","Prissac","Farm","Prissac","46.516667","1.316667","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","ROUSSAC","Farm","ROUSSAC","46.083333","1.2","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"INDRE","ORVILLE","Farm","ORVILLE","47.183333","1.75","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"MANCHE","Hambye","Farm","Hambye","48.95","-1.266667","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","BLANZAC","Farm","BLANZAC","46.133333","1.116667","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","LUSSAC-LES-EGLISES","Farm","LUSSAC-LES-EGLISES","46.35","1.183333","15/03/2012",NA,NA,NA,NA,NA,NA,"Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
"HAUTE-VIENNE","SAINT-BARBANT","Farm","SAINT-BARBANT","46.166667","0.85","15/03/2012","Animals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Affected Population"
